order_id,datetime,is_weekend,is_festive_season,app,city,city_tier,category,items_ordered,order_amount_rupees,discount_rupees,final_amount_rupees,delivery_fee_rupees,payment_mode,delivery_slot,delivery_time_minutes,dark_store_id,order_status,cancel_return_reason,customer_rating,age_group,gender,user_type,customer_lifetime_orders,days_since_last_order,promo_code_used,estimated_delivery_distance_km
QC2015000000112,08-08-2015 16:22,1,0,Dunzo Daily,Mumbai,Tier 1,Beauty & Skincare,5,166.9,0,166.9,43,Cash on Delivery,30-45 min,34,DS0237,Delivered,,5,18-24,Female,New User,0,,Referral,1.01
QC2015000000113,25-02-2015 10:17,0,0,Dunzo Daily,Pune,Tier 1,Dairy & Eggs,5,214.76,0,214.76,12,Cash on Delivery,30-45 min,31.2,DS0026,Delivered,,2.5,18-24,Female,Returning User,19,27,No Promo,0.96
QC2015000000114,30-09-2015 18:49,0,0,Dunzo Daily,Hyderabad,Tier 1,Electronics,1,184.59,27.69,156.9,30,Cash on Delivery,20-30 min,23.9,DS0002,Delivered,,4.6,35-44,Male,New User,0,,No Promo,1.55
QC2015000000115,02-08-2015 07:12,1,0,Dunzo Daily,Hyderabad,Tier 1,Dairy & Eggs,3,101.46,0,101.46,39,Cash on Delivery,30-45 min,42.9,DS0382,Delivered,,4.9,45-54,Male,New User,0,,First Order Discount,2.98
QC2015000000116,12-07-2015 11:44,1,0,Dunzo Daily,Chennai,Tier 1,Electronics,3,193.93,0,193.93,38,Cash on Delivery,60+ min,82.9,DS0407,Delivered,,4.6,18-24,Female,New User,0,,No Promo,0.52
QC2015000000117,12-01-2015 08:55,0,0,Dunzo Daily,Delhi,Tier 1,Beauty & Skincare,2,237.79,71.34,166.45,14,Cash on Delivery,30-45 min,44.9,DS0112,Delivered,,4.5,45-54,Other,New User,0,,No Promo,1.23
QC2015000000118,24-12-2015 18:07,0,0,Dunzo Daily,Ahmedabad,Tier 1,Medicines,5,265.14,0,265.14,12,Cash on Delivery,45-60 min,53.8,DS0251,Delivered,,4.1,45-54,Female,New User,0,,No Promo,0.82
QC2015000000119,25-06-2015 13:13,0,0,Dunzo Daily,Hyderabad,Tier 1,Dairy & Eggs,4,99,19.8,79.2,30,Wallet,10-20 min,23.2,DS0452,Delivered,,4.2,25-34,Female,New User,0,,No Promo,1.45
QC2015000000120,08-08-2015 10:11,1,0,Dunzo Daily,Pune,Tier 1,Fruits & Vegetables,6,588.68,0,588.68,0,Cash on Delivery,20-30 min,31.2,DS0114,Delivered,,3.7,18-24,Male,New User,0,,No Promo,1.64
QC2015000000121,24-07-2015 15:39,0,0,Dunzo Daily,Ahmedabad,Tier 1,Household,2,212.09,42.42,169.67,14,Cash on Delivery,30-45 min,33.4,DS0458,Delivered,,,45-54,Male,New User,0,,No Promo,1.34
QC2015000000122,12-06-2015 10:44,0,0,Dunzo Daily,Pune,Tier 1,Groceries & Staples,2,457.06,137.12,319.94,13,Cash on Delivery,45-60 min,51.5,DS0230,Delivered,,3.8,35-44,Female,New User,0,,No Promo,0.69
QC2015000000123,25-07-2015 09:18,1,0,Dunzo Daily,Pune,Tier 1,Fruits & Vegetables,1,205.18,61.55,143.63,48,Cash on Delivery,20-30 min,24.4,DS0296,Delivered,,3.9,35-44,Male,Returning User,40,26,First Order Discount,0.65
QC2015000000124,10-06-2015 10:35,0,0,Dunzo Daily,Pune,Tier 1,Groceries & Staples,5,176.9,0,176.9,43,Cash on Delivery,20-30 min,25.8,DS0160,Delivered,,3.9,25-34,Female,Premium User,137,7,No Promo,1.94
QC2015000000125,02-12-2015 08:03,0,0,Dunzo Daily,Pune,Tier 1,Beauty & Skincare,3,506.24,75.94,430.3,27,Cash on Delivery,20-30 min,27.8,DS0148,Delivered,,5,18-24,Male,Returning User,38,30,No Promo,1.58
QC2015000000126,29-08-2015 16:11,1,0,Dunzo Daily,Chennai,Tier 1,Electronics,3,215.74,32.36,183.38,40,Wallet,20-30 min,23.3,DS0069,Delivered,,3.3,25-34,Female,New User,0,,No Promo,0.3
QC2015000000127,26-04-2015 12:12,1,0,Dunzo Daily,Pune,Tier 1,Beauty & Skincare,1,209.63,41.93,167.7,38,Cash on Delivery,20-30 min,22.2,DS0403,Delivered,,4.4,18-24,Male,Returning User,27,18,No Promo,0.3
QC2015000000128,17-10-2015 07:45,1,0,Dunzo Daily,Delhi,Tier 1,Groceries & Staples,2,463.99,46.4,417.59,39,Cash on Delivery,30-45 min,48.7,DS0381,Delivered,,3.9,25-34,Male,Returning User,28,23,No Promo,0.62
QC2015000000129,10-05-2015 10:24,1,0,Dunzo Daily,Pune,Tier 1,Snacks & Beverages,6,615.42,61.54,553.88,0,Cash on Delivery,45-60 min,67,DS0273,Delivered,,2.7,45-54,Male,Returning User,29,16,No Promo,1.1
QC2015000000130,10-07-2015 22:54,0,0,Dunzo Daily,Chennai,Tier 1,Fruits & Vegetables,1,219.48,65.84,153.64,20,Cash on Delivery,20-30 min,19.3,DS0303,Delivered,,4.7,25-34,Male,Returning User,,37,No Promo,
QC2015000000131,11-03-2015 09:30,0,0,Dunzo Daily,Hyderabad,Tier 1,Snacks & Beverages,3,101.89,15.28,86.61,19,Cash on Delivery,30-45 min,35.1,DS0082,Delivered,,3.5,35-44,Female,New User,0,,No Promo,0.3
QC2015000000132,09-06-2015 13:46,0,0,Dunzo Daily,Ahmedabad,Tier 1,Medicines,4,229.23,57.31,171.92,14,Cash on Delivery,30-45 min,44.1,DS0135,Delivered,,4.2,18-24,Male,New User,0,,No Promo,1.87
QC2015000000133,01-02-2015 12:53,1,0,Dunzo Daily,Ahmedabad,Tier 1,Fruits & Vegetables,1,219.51,0,219.51,26,Cash on Delivery,45-60 min,34,DS0267,Delivered,,,45-54,Female,Returning User,14,52,No Promo,1.85
QC2015000000134,04-06-2015 14:16,0,0,Dunzo Daily,Chennai,Tier 1,Baby Products,3,216.44,21.64,194.8,46,Wallet,30-45 min,40.1,DS0470,Cancelled,Delay in delivery,,35-44,Female,Returning User,23,31,,0.57
QC2015000000135,18-11-2015 22:38,0,0,Dunzo Daily,Kolkata,Tier 1,Household,5,262.44,0,262.44,12,Cash on Delivery,45-60 min,67.4,DS0095,Cancelled,Changed my mind,2.6,25-34,Male,New User,0,,No Promo,1.6
QC2015000000136,05-05-2015 13:48,0,0,Dunzo Daily,Kolkata,Tier 1,Household,4,538.46,0,538.46,0,Cash on Delivery,60+ min,79.7,DS0336,Delivered,,3.6,18-24,Male,Premium User,80,1,No Promo,1.64
QC2015000000137,01-02-2015 21:20,1,0,Dunzo Daily,Kolkata,Tier 1,Medicines,4,445.28,0,445.28,14,Wallet,45-60 min,52.8,DS0089,Delivered,,4,25-34,Male,Returning User,37,42,No Promo,1.17
QC2015000000138,22-06-2015 07:51,0,0,Dunzo Daily,Delhi,Tier 1,Baby Products,11,318.23,0,318.23,29,Cash on Delivery,30-45 min,34.1,DS0056,Delivered,,4.8,25-34,Female,New User,0,,No Promo,1.25
QC2015000000139,26-01-2015 19:50,0,0,Dunzo Daily,Mumbai,Tier 1,Household,1,201.22,0,201.22,37,Cash on Delivery,20-30 min,18.5,DS0108,Delivered,,3.6,25-34,Female,New User,0,,No Promo,0.3
QC2015000000140,16-05-2015 11:46,1,0,Dunzo Daily,Chennai,Tier 1,Groceries & Staples,4,192.04,57.61,134.43,38,Cash on Delivery,30-45 min,33,DS0051,Delivered,,2.7,35-44,Male,New User,0,,No Promo,1.19
QC2015000000141,11-03-2015 08:25,0,0,Dunzo Daily,Bengaluru,Tier 1,Baby Products,7,350.84,0,350.84,18,Cash on Delivery,30-45 min,29.5,DS0479,Delivered,,4.1,25-34,Female,New User,0,,No Promo,0.52
QC2015000000142,15-08-2015 07:36,1,0,Dunzo Daily,Delhi,Tier 1,Beauty & Skincare,2,328.3,0,328.3,36,Cash on Delivery,30-45 min,29.3,DS0233,Delivered,,3.1,18-24,Male,Returning User,21,54,No Promo,0.62
QC2015000000143,21-05-2015 18:01,0,0,Dunzo Daily,Ahmedabad,Tier 1,Baby Products,3,234.26,11.71,222.55,38,Cash on Delivery,45-60 min,62.3,DS0010,Cancelled,Delay in delivery,1.1,35-44,Female,New User,0,,No Promo,0.88
QC2015000000144,16-08-2015 07:07,1,0,Dunzo Daily,Bengaluru,Tier 1,Groceries & Staples,6,140.89,35.22,105.67,45,Cash on Delivery,60+ min,68.3,DS0037,Delivered,,3.8,25-34,Male,Returning User,28,48,No Promo,0.3
QC2015000000145,03-08-2015 09:45,0,0,Dunzo Daily,Pune,Tier 1,Fruits & Vegetables,10,524.87,157.46,367.41,43,Cash on Delivery,30-45 min,33,DS0273,Delivered,,4.4,35-44,Male,Premium User,129,4,No Promo,1.06
QC2015000000146,24-01-2015 09:04,1,0,Dunzo Daily,Kolkata,Tier 1,Personal Care,3,252.52,25.25,227.27,20,Credit Card,30-45 min,45.1,DS0301,Delivered,,4.2,25-34,Male,Premium User,159,11,No Promo,0.5
QC2015000000147,01-10-2015 18:51,0,0,Dunzo Daily,Kolkata,Tier 1,Dairy & Eggs,3,99,29.7,69.3,44,Debit Card,20-30 min,27.5,DS0063,Delivered,,4.6,18-24,Female,Returning User,20,60,No Promo,1.76
QC2015000000148,07-10-2015 14:26,0,0,Dunzo Daily,Hyderabad,Tier 1,Personal Care,1,132.82,0,132.82,29,Cash on Delivery,20-30 min,30.1,DS0450,Delivered,,3.8,25-34,Female,Returning User,11,44,No Promo,1.06
QC2015000000149,25-10-2015 11:34,1,0,Dunzo Daily,Chennai,Tier 1,Personal Care,7,138.39,27.68,110.71,11,Cash on Delivery,60+ min,73.2,DS0435,Delivered,,2.8,25-34,Female,New User,0,,First Order Discount,1.15
QC2015000000150,23-06-2015 11:56,0,0,Dunzo Daily,Delhi,Tier 1,Personal Care,4,176.81,0,176.81,38,Cash on Delivery,45-60 min,59.9,DS0058,Delivered,,4.2,35-44,Female,Returning User,34,17,No Promo,2.53
QC2015000000151,11-10-2015 08:39,1,0,Dunzo Daily,Pune,Tier 1,Beauty & Skincare,6,365.02,18.25,346.77,25,Cash on Delivery,30-45 min,21.5,DS0237,Delivered,,4.4,55+,Female,New User,0,,No Promo,0.67
QC2015000000152,25-10-2015 15:44,1,0,Dunzo Daily,Chennai,Tier 1,Beauty & Skincare,2,240.65,48.13,192.52,19,Cash on Delivery,30-45 min,34,DS0304,Delivered,,3.1,45-54,Male,New User,0,,First Order Discount,1.06
QC2015000000153,21-01-2015 09:33,0,0,Dunzo Daily,Mumbai,Tier 1,Electronics,4,329.98,33,296.98,16,Cash on Delivery,45-60 min,55.4,DS0005,Delivered,,4.8,35-44,Male,New User,0,,,1.1
QC2015000000154,05-08-2015 11:36,0,0,Dunzo Daily,Kolkata,Tier 1,Dairy & Eggs,2,142.64,21.4,121.24,18,Cash on Delivery,30-45 min,36.8,DS0051,Delivered,,2.9,25-34,Female,New User,0,,No Promo,0.93
QC2015000000155,10-02-2015 08:18,0,0,Dunzo Daily,Mumbai,Tier 1,Beauty & Skincare,3,536.31,26.82,509.49,0,Cash on Delivery,20-30 min,35.3,DS0430,Cancelled,Item out of stock,3,18-24,Female,New User,0,,Referral,0.3
QC2015000000156,14-09-2015 18:54,0,0,Dunzo Daily,Chennai,Tier 1,Electronics,2,233.31,46.66,186.65,24,Cash on Delivery,30-45 min,50.6,DS0036,Delivered,,3.3,45-54,Male,Premium User,30,3,No Promo,0.3
QC2015000000157,23-04-2015 20:50,0,0,Dunzo Daily,Delhi,Tier 1,Fruits & Vegetables,5,174.16,34.83,139.33,18,Cash on Delivery,30-45 min,24.1,DS0446,Delivered,,4.4,25-34,Male,Returning User,20,17,No Promo,0.83
QC2015000000158,04-03-2015 15:28,0,0,Dunzo Daily,Chennai,Tier 1,Electronics,6,204.78,20.48,184.3,13,Credit Card,20-30 min,26.5,DS0286,Delivered,,4.2,25-34,Female,Returning User,27,14,No Promo,2.29
QC2015000000159,29-09-2015 19:43,0,0,Dunzo Daily,Kolkata,Tier 1,Dairy & Eggs,2,154.73,23.21,131.52,27,Debit Card,30-45 min,40.2,DS0059,Delivered,,2.8,18-24,Female,New User,0,,No Promo,1.66
QC2015000000160,07-08-2015 09:25,0,0,Dunzo Daily,Kolkata,Tier 1,Snacks & Beverages,4,149.68,29.94,119.74,48,Cash on Delivery,30-45 min,45.8,DS0133,Delivered,,,25-34,Female,New User,0,,No Promo,1.45
QC2015000000161,26-02-2015 18:00,0,0,Dunzo Daily,Pune,Tier 1,Dairy & Eggs,6,488.36,48.84,439.52,49,Cash on Delivery,30-45 min,37.4,DS0450,Delivered,,4.1,25-34,Male,New User,0,,No Promo,0.3
QC2015000000162,08-09-2015 21:03,0,0,Dunzo Daily,Bengaluru,Tier 1,Personal Care,4,335.76,83.94,251.82,33,Cash on Delivery,10-20 min,,DS0423,Cancelled,Found better deal,,25-34,Female,New User,0,,First Order Discount,1.1
QC2015000000163,14-12-2015 13:26,0,0,Dunzo Daily,Bengaluru,Tier 1,Fruits & Vegetables,6,212.32,31.85,180.47,35,Buy Now Pay Later,45-60 min,64.7,DS0402,Delivered,,3.4,35-44,Male,New User,0,,No Promo,1.12
QC2015000000164,16-06-2015 09:25,0,0,Dunzo Daily,Chennai,Tier 1,Household,3,262.68,39.4,223.28,30,Cash on Delivery,30-45 min,35.6,DS0103,Delivered,,4,25-34,Female,New User,0,,No Promo,1.21
QC2015000000165,08-08-2015 12:10,1,0,Dunzo Daily,Mumbai,Tier 1,Medicines,3,279.74,41.96,237.78,28,Cash on Delivery,60+ min,73.9,DS0221,Delivered,,4.5,25-34,Male,Returning User,35,17,No Promo,0.8
QC2015000000166,14-01-2015 10:29,0,0,Dunzo Daily,Kolkata,Tier 1,Beauty & Skincare,2,290.25,0,290.25,33,Cash on Delivery,30-45 min,53.3,DS0077,Delivered,,4.8,25-34,Female,New User,0,,No Promo,1.72
QC2015000000167,05-05-2015 08:52,0,0,Dunzo Daily,Delhi,Tier 1,Household,6,213.44,21.34,192.1,31,Cash on Delivery,45-60 min,54.4,DS0152,Delivered,,3.5,35-44,Female,Returning User,18,29,First Order Discount,1.74
QC2015000000168,25-08-2015 08:48,0,0,Dunzo Daily,Pune,Tier 1,Fruits & Vegetables,4,243.76,0,243.76,42,Cash on Delivery,20-30 min,23.8,DS0359,Returned,Item out of stock,3.7,25-34,Male,Returning User,38,11,No Promo,1
QC2015000000169,24-05-2015 21:53,1,0,Dunzo Daily,Pune,Tier 1,Household,4,375.24,0,375.24,30,Cash on Delivery,20-30 min,17.3,DS0386,Cancelled,Found better deal,1.7,25-34,Male,Returning User,17,55,No Promo,1.31
QC2015000000170,07-07-2015 19:44,0,0,Dunzo Daily,Pune,Tier 1,Personal Care,1,99,4.95,94.05,13,Buy Now Pay Later,30-45 min,40.5,DS0135,Delivered,,5,25-34,Male,New User,0,,No Promo,0.82
QC2015000000171,10-10-2015 20:13,1,0,Dunzo Daily,Ahmedabad,Tier 1,Household,3,352.15,0,352.15,32,Debit Card,45-60 min,58.4,DS0093,Delivered,,5,55+,Female,New User,0,,No Promo,0.88
QC2015000000172,22-03-2015 06:11,1,0,Dunzo Daily,Bengaluru,Tier 1,Groceries & Staples,3,309.06,92.72,216.34,17,Cash on Delivery,30-45 min,34,DS0079,Delivered,,3.9,25-34,Female,New User,0,,No Promo,1.43
QC2015000000173,29-05-2015 06:45,0,0,Dunzo Daily,Bengaluru,Tier 1,Personal Care,2,142.53,0,142.53,41,Cash on Delivery,30-45 min,24,DS0478,Returned,Wrong address,3.8,45-54,Male,Returning User,33,32,No Promo,0.74
QC2015000000174,28-03-2015 20:15,1,0,Dunzo Daily,Kolkata,Tier 1,Household,4,393.69,0,393.69,38,Cash on Delivery,45-60 min,60.1,DS0276,Delivered,,4.4,25-34,Male,New User,0,,No Promo,0.78
QC2015000000175,19-09-2015 11:59,1,0,Dunzo Daily,Mumbai,Tier 1,Beauty & Skincare,2,347.32,0,347.32,29,Credit Card,20-30 min,18.4,DS0396,Delivered,,4.6,25-34,Female,New User,0,,First Order Discount,2.7
QC2015000000176,17-01-2015 20:48,1,0,Dunzo Daily,Delhi,Tier 1,Fruits & Vegetables,1,353.83,88.46,265.37,41,Cash on Delivery,45-60 min,63.3,DS0157,Delivered,,4.2,25-34,Female,New User,0,,No Promo,1.03
QC2015000000177,05-08-2015 16:22,0,0,Dunzo Daily,Mumbai,Tier 1,Groceries & Staples,8,236.23,35.43,200.8,46,Credit Card,60+ min,75.2,DS0316,Delivered,,3.4,25-34,Male,New User,0,,,1.52
QC2015000000178,18-01-2015 20:17,1,0,Dunzo Daily,Mumbai,Tier 1,Baby Products,3,183.25,0,183.25,19,Wallet,20-30 min,25,DS0013,Delivered,,4.5,35-44,Male,Returning User,4,39,No Promo,1.15
QC2015000000179,30-08-2015 13:16,1,0,Dunzo Daily,Hyderabad,Tier 1,Beauty & Skincare,1,203.14,40.63,162.51,21,Cash on Delivery,45-60 min,64.1,DS0481,Delivered,,5,25-34,Male,New User,0,,No Promo,
QC2015000000180,31-08-2015 12:11,0,0,Dunzo Daily,Pune,Tier 1,Personal Care,4,549,0,549,0,Cash on Delivery,60+ min,80.2,DS0002,Delivered,,3.6,35-44,Female,New User,0,,No Promo,1.19
QC2015000000181,12-05-2015 08:14,0,0,Dunzo Daily,Pune,Tier 1,Medicines,3,229,0,229,11,Cash on Delivery,10-20 min,11.6,DS0026,Delivered,,,35-44,Female,New User,0,,No Promo,1.88
QC2015000000182,20-08-2015 09:07,0,0,Dunzo Daily,Mumbai,Tier 1,Fruits & Vegetables,3,152.91,38.23,114.68,40,Cash on Delivery,30-45 min,36.7,DS0054,Delivered,,3.1,45-54,Female,New User,0,,No Promo,1.11
QC2015000000183,15-11-2015 19:40,1,0,Dunzo Daily,Kolkata,Tier 1,Dairy & Eggs,1,171.88,42.97,128.91,20,Cash on Delivery,20-30 min,35,DS0198,Delivered,,3.3,18-24,Male,New User,0,,No Promo,1.44
QC2015000000184,24-09-2015 20:38,0,0,Dunzo Daily,Ahmedabad,Tier 1,Beauty & Skincare,5,220.22,0,220.22,35,Wallet,20-30 min,25.7,DS0369,Delivered,,4.5,35-44,Male,Premium User,163,2,No Promo,1.08
QC2015000000185,02-06-2015 21:31,0,0,Dunzo Daily,Kolkata,Tier 1,Baby Products,3,493.8,49.38,444.42,38,Cash on Delivery,45-60 min,61,DS0132,Delivered,,4.4,18-24,Female,New User,0,,No Promo,0.58
QC2015000000186,06-09-2015 07:46,1,0,Dunzo Daily,Mumbai,Tier 1,Medicines,6,411.35,0,411.35,33,Cash on Delivery,60+ min,76.1,DS0357,Cancelled,Changed my mind,2.8,35-44,Female,Returning User,7,5,Referral,2.58
QC2015000000187,29-08-2015 09:07,1,0,Dunzo Daily,Hyderabad,Tier 1,Medicines,2,189.68,0,189.68,43,Cash on Delivery,20-30 min,29.5,DS0252,Delivered,,4,18-24,Male,New User,0,,First Order Discount,3.07
QC2015000000188,13-03-2015 17:20,0,0,Dunzo Daily,Hyderabad,Tier 1,Household,3,126.49,0,126.49,44,Cash on Delivery,20-30 min,27.9,DS0435,Delivered,,3.4,45-54,Male,Premium User,173,10,No Promo,2.12
QC2015000000189,10-02-2015 08:50,0,0,Dunzo Daily,Mumbai,Tier 1,Medicines,5,181.47,54.44,127.03,16,Wallet,30-45 min,30.4,DS0428,Delivered,,4.7,45-54,Female,New User,0,,No Promo,1.06
QC2015000000190,10-04-2015 18:28,0,0,Dunzo Daily,Hyderabad,Tier 1,Snacks & Beverages,3,265.18,0,265.18,43,Cash on Delivery,20-30 min,28.7,DS0256,Delivered,,4.9,18-24,Male,New User,0,,No Promo,0.42
QC2015000000191,01-02-2015 08:09,1,0,Dunzo Daily,Hyderabad,Tier 1,Groceries & Staples,3,167.83,0,167.83,25,Cash on Delivery,20-30 min,26.9,DS0071,Delivered,,4.5,18-24,Male,Returning User,11,50,,1.72
QC2015000000192,29-12-2015 12:44,0,0,Dunzo Daily,Chennai,Tier 1,Dairy & Eggs,4,752.94,0,752.94,0,Cash on Delivery,20-30 min,29.9,DS0025,Delivered,,3.4,25-34,Male,Returning User,10,36,No Promo,
QC2015000000193,30-08-2015 08:51,1,0,Dunzo Daily,Mumbai,Tier 1,Baby Products,3,321.75,0,321.75,29,Cash on Delivery,45-60 min,43.9,DS0335,Delivered,,5,18-24,Female,New User,0,,No Promo,1.09
QC2015000000194,20-07-2015 11:12,0,0,Dunzo Daily,Bengaluru,Tier 1,Snacks & Beverages,5,404.1,80.82,323.28,24,Wallet,60+ min,84.1,DS0100,Delivered,,,25-34,Female,Returning User,27,47,No Promo,1.73
QC2015000000195,10-04-2015 15:22,0,0,Dunzo Daily,Hyderabad,Tier 1,Household,2,339.61,67.92,271.69,17,Cash on Delivery,60+ min,75,DS0046,Returned,Changed my mind,1.5,45-54,Male,New User,0,,No Promo,0.9
QC2015000000196,18-04-2015 22:06,1,0,Dunzo Daily,Pune,Tier 1,Household,4,469.57,0,469.57,47,Cash on Delivery,30-45 min,37,DS0156,Delivered,,4.5,35-44,Female,Returning User,26,60,No Promo,0.77
QC2015000000197,10-02-2015 13:00,0,0,Dunzo Daily,Hyderabad,Tier 1,Baby Products,3,365.04,73.01,292.03,24,Cash on Delivery,30-45 min,40.2,DS0351,Delivered,,4,18-24,Female,New User,0,,No Promo,0.71
QC2015000000198,09-04-2015 12:15,0,0,Dunzo Daily,Kolkata,Tier 1,Personal Care,6,285.7,28.57,257.13,21,Debit Card,10-20 min,15.6,DS0124,Delivered,,5,25-34,Male,New User,0,,No Promo,1.68
QC2015000000199,25-11-2015 08:46,0,0,Dunzo Daily,Bengaluru,Tier 1,Snacks & Beverages,5,99,0,99,13,Cash on Delivery,30-45 min,42.9,DS0143,Delivered,,,35-44,Male,New User,0,,No Promo,1.32
QC2015000000200,25-11-2015 22:30,0,0,Dunzo Daily,Delhi,Tier 1,Electronics,7,208.49,10.42,198.07,45,Cash on Delivery,10-20 min,13.1,DS0436,Returned,Item out of stock,3.3,35-44,Female,New User,0,,Referral,2.2
QC2015000000201,04-05-2015 12:16,0,0,Dunzo Daily,Mumbai,Tier 1,Personal Care,2,385.72,19.29,366.43,40,Cash on Delivery,45-60 min,51.7,DS0340,Delivered,,3.7,25-34,Male,New User,0,,No Promo,2.03
QC2015000000202,05-01-2015 19:31,0,0,Dunzo Daily,Hyderabad,Tier 1,Medicines,4,196.09,0,196.09,21,Cash on Delivery,60+ min,42.6,DS0105,Delivered,,4.5,18-24,Female,New User,0,,No Promo,1.34
QC2015000000203,08-05-2015 19:24,0,0,Dunzo Daily,Chennai,Tier 1,Household,2,246.27,0,246.27,41,Wallet,60+ min,109,DS0367,Delivered,,3.7,25-34,Female,New User,0,,No Promo,0.3
QC2015000000204,26-05-2015 12:38,0,0,Dunzo Daily,Mumbai,Tier 1,Personal Care,7,401.27,100.32,300.95,19,Cash on Delivery,20-30 min,25,DS0332,Delivered,,,25-34,Male,Returning User,31,60,,0.9
QC2015000000205,09-09-2015 16:13,0,0,Dunzo Daily,Chennai,Tier 1,Fruits & Vegetables,2,201.29,30.19,171.1,36,Cash on Delivery,45-60 min,35,DS0106,Delivered,,2.7,25-34,Female,New User,0,,No Promo,0.39
QC2015000000206,07-01-2015 23:43,0,0,Dunzo Daily,Mumbai,Tier 1,Electronics,4,413.01,20.65,392.36,26,Cash on Delivery,30-45 min,44.5,DS0361,Delivered,,4.5,25-34,Female,New User,0,,No Promo,0.66
QC2015000000207,06-12-2015 12:29,1,0,Dunzo Daily,Hyderabad,Tier 1,Groceries & Staples,5,342.45,17.12,325.33,17,Cash on Delivery,30-45 min,43.8,DS0350,Delivered,,,25-34,Female,Returning User,30,10,Referral,0.7
QC2015000000208,06-11-2015 10:06,0,0,Dunzo Daily,Mumbai,Tier 1,Fruits & Vegetables,4,262.8,0,262.8,41,Cash on Delivery,30-45 min,38.8,DS0137,Delivered,,3,25-34,Male,New User,0,,Referral,1.11
QC2015000000209,05-03-2015 15:59,0,0,Dunzo Daily,Ahmedabad,Tier 1,Electronics,5,268.29,26.83,241.46,25,Cash on Delivery,45-60 min,49.6,DS0173,Delivered,,3.2,25-34,Female,Returning User,31,60,Referral,1.21
QC2015000000210,21-10-2015 22:38,0,0,Dunzo Daily,Pune,Tier 1,Fruits & Vegetables,2,180.2,36.04,144.16,43,Cash on Delivery,30-45 min,27.1,DS0466,Delivered,,4.5,25-34,Male,Returning User,26,51,No Promo,0.3
QC2015000000211,11-11-2015 11:20,0,1,Dunzo Daily,Ahmedabad,Tier 1,Electronics,3,3401.891927,170.09,3231.8,0,Cash on Delivery,60+ min,64.1,DS0326,Delivered,,3.7,25-34,Male,Premium User,166,5,Referral,2.44
QC2015000000212,20-07-2015 11:31,0,0,Dunzo Daily,Mumbai,Tier 1,Personal Care,6,207.39,10.37,197.02,21,Cash on Delivery,Under 10 min,8.3,DS0473,Delivered,,5,45-54,Male,New User,0,,No Promo,1.9
QC2015000000213,02-06-2015 12:43,0,0,Dunzo Daily,Ahmedabad,Tier 1,Dairy & Eggs,4,967.7,96.77,870.93,0,Cash on Delivery,30-45 min,41.2,DS0316,Delivered,,,18-24,Female,Returning User,16,27,No Promo,2.02
QC2015000000214,12-09-2015 16:29,1,0,Dunzo Daily,Pune,Tier 1,Snacks & Beverages,7,263.59,0,263.59,12,Cash on Delivery,20-30 min,29,DS0358,Delivered,,5,25-34,Female,New User,0,,No Promo,2.16
QC2015000000215,02-10-2015 19:16,0,0,Dunzo Daily,Chennai,Tier 1,Household,1,251.45,25.14,226.31,28,Cash on Delivery,20-30 min,29.9,DS0451,Delivered,,3.4,25-34,Female,Returning User,9,7,No Promo,0.72
QC2015000000216,08-09-2015 21:55,0,0,Dunzo Daily,Bengaluru,Tier 1,Household,4,162.18,0,162.18,19,Cash on Delivery,20-30 min,30.3,DS0497,Delivered,,3.7,25-34,Male,Returning User,34,53,No Promo,0.3
QC2015000000217,23-03-2015 08:27,0,0,Dunzo Daily,Hyderabad,Tier 1,Baby Products,2,226.09,11.3,214.79,48,Cash on Delivery,45-60 min,50.7,DS0199,Delivered,,5,25-34,Male,Returning User,31,40,No Promo,2.25
QC2015000000218,28-08-2015 19:04,0,0,Dunzo Daily,Ahmedabad,Tier 1,Beauty & Skincare,6,185.04,18.5,166.54,20,Cash on Delivery,30-45 min,45.9,DS0250,Delivered,,,55+,Female,Returning User,35,51,No Promo,1.09
QC2015000000219,18-08-2015 10:55,0,0,Dunzo Daily,Kolkata,Tier 1,Medicines,5,164.07,32.81,131.26,44,Credit Card,30-45 min,47.2,DS0060,Delivered,,4.5,25-34,Female,New User,0,,No Promo,2.23
QC2015000000220,14-08-2015 14:00,0,0,Dunzo Daily,Delhi,Tier 1,Beauty & Skincare,4,232.09,23.21,208.88,16,Cash on Delivery,20-30 min,28.6,DS0174,Delivered,,5,25-34,Male,New User,0,,Referral,0.3
QC2015000000221,28-12-2015 11:39,0,0,Dunzo Daily,Hyderabad,Tier 1,Groceries & Staples,1,219.41,0,219.41,15,Cash on Delivery,20-30 min,21.8,DS0053,Delivered,,3.7,45-54,Male,Returning User,14,6,No Promo,1.82
QC2015000000222,03-07-2015 23:55,0,0,Dunzo Daily,Delhi,Tier 1,Snacks & Beverages,3,227.42,0,227.42,34,Cash on Delivery,45-60 min,48.9,DS0266,Delivered,,3.8,25-34,Male,Returning User,19,13,No Promo,0.97
QC2015000000223,06-06-2015 11:23,1,0,Dunzo Daily,Delhi,Tier 1,Medicines,1,214.81,21.48,193.33,20,Cash on Delivery,45-60 min,39.8,DS0187,Delivered,,4.5,55+,Male,Returning User,39,40,No Promo,0.75
QC2015000000224,20-10-2015 21:21,0,0,Dunzo Daily,Hyderabad,Tier 1,Snacks & Beverages,2,235.6,47.12,188.48,43,Cash on Delivery,20-30 min,21.3,DS0268,Delivered,,3.7,45-54,Male,New User,0,,,1.46
